From,Entry,Reviewed,Entry Name,Protein names,Protein names1,Gene Names,Organism,Length,biological_process,cellular_component,molecular_function,Intramembrane,Subcellular location [CC],Transmembrane,Topological domain,Annotation
Q8DS47,Q8DS47,reviewed,RPOC_STRMU,DNA-directed RNA polymerase subunit beta' (RNAP subunit beta') (EC 2.7.7.6) (RNA polymerase subunit beta') (Transcriptase subunit beta'),DNA-directed RNA polymerase subunit beta' ,rpoC SMU_1989,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),1209,DNA-templated transcription [GO:0006351],DNA-directed RNA polymerase complex [GO:0000428],DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; magnesium ion binding [GO:0000287]; zinc ion binding [GO:0008270],,,,,3
Q8DUK3,Q8DUK3,reviewed,TPX_STRMU,Thiol peroxidase (Tpx) (EC 1.11.1.24) (Peroxiredoxin tpx) (Prx) (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin),Thiol peroxidase ,tpx SMU_924,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),161,,,thioredoxin peroxidase activity [GO:0008379],,,,,3
P59167,P59167,reviewed,RS12_STRMU,Small ribosomal subunit protein uS12 (30S ribosomal protein S12),Small ribosomal subunit protein uS12 ,rpsL SMU_357,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),137,translation [GO:0006412],small ribosomal subunit [GO:0015935],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049],,,,,2
Q8DSE7,Q8DSE7,reviewed,EFP_STRMU,Elongation factor P (EF-P),Elongation factor P ,efp SMU_1847,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),186,peptide biosynthetic process [GO:0043043],cytoplasm [GO:0005737],translation elongation factor activity [GO:0003746],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00141}.,,,2
Q8DTA1,Q8DTA1,unreviewed,Q8DTA1_STRMU,dTDP-4-keto-L-rhamnose reductase (EC 5.1.3.13),dTDP-4-keto-L-rhamnose reductase ,rmlC SMU_1460,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),153,dTDP-rhamnose biosynthetic process [GO:0019305]; extracellular polysaccharide biosynthetic process [GO:0045226],cytosol [GO:0005829],"dTDP-4-dehydrorhamnose 3,5-epimerase activity [GO:0008830]",,,,,2
Q8DW96,Q8DW96,unreviewed,Q8DW96_STRMU,SpoVT-AbrB domain-containing protein,SpoVT-AbrB domain-containing protein,SMU_172,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),81,,,DNA binding [GO:0003677]; toxin sequestering activity [GO:0097351],,,,,1
Q8DS27,Q8DS27,reviewed,RS8_STRMU,Small ribosomal subunit protein uS8 (30S ribosomal protein S8),Small ribosomal subunit protein uS8 ,rpsH SMU_2012,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),132,translation [GO:0006412],cytosolic small ribosomal subunit [GO:0022627],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,,,,2
Q8DS46,Q8DS46,reviewed,RPOB_STRMU,DNA-directed RNA polymerase subunit beta (RNAP subunit beta) (EC 2.7.7.6) (RNA polymerase subunit beta) (Transcriptase subunit beta),DNA-directed RNA polymerase subunit beta ,rpoB SMU_1990,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),1187,DNA-templated transcription [GO:0006351],DNA-directed RNA polymerase complex [GO:0000428],DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; ribonucleoside binding [GO:0032549],,,,,2
Q8DUH3,Q8DUH3,unreviewed,Q8DUH3_STRMU,"Clp-like ATP-dependent protease, ATP-binding subunit","Clp-like ATP-dependent protease, ATP-binding subunit",clp SMU_956,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),701,cellular response to heat [GO:0034605]; proteolysis [GO:0006508]; regulation of DNA-templated transcription [GO:0006355],cytoplasm [GO:0005737],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233],,,,,2
Q8DTN5,Q8DTN5,reviewed,RL31B_STRMU,Large ribosomal subunit protein bL31B (50S ribosomal protein L31 type B),Large ribosomal subunit protein bL31B ,rpmE2 rl31 SMU_1298,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),80,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],,,,,2
Q8DVD9,Q8DVD9,unreviewed,Q8DVD9_STRMU,Cell division protein FtsZ,Cell division protein FtsZ,ftsZ SMU_552,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),434,division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; protein polymerization [GO:0051258],cell division site [GO:0032153]; cytoplasm [GO:0005737],GTP binding [GO:0005525]; GTPase activity [GO:0003924],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00909}. Note=Assembles at midcell at the inner surface of the cytoplasmic membrane. {ECO:0000256|HAMAP-Rule:MF_00909}.,,,3
Q8DSD2,Q8DSD2,unreviewed,Q8DSD2_STRMU,Thioredoxin,Thioredoxin,trxA SMU_1869,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),104,cell redox homeostasis [GO:0045454],cytosol [GO:0005829],protein-disulfide reductase activity [GO:0015035],,,,,2
Q8DVE8,Q8DVE8,unreviewed,Q8DVE8_STRMU,Glucokinase (EC 2.7.1.2) (Glucose kinase),Glucokinase ,glk SMU_542,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),323,glycolytic process [GO:0006096],cytoplasm [GO:0005737],glucokinase activity [GO:0004340],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.,,,2
P09738,P09738,reviewed,SODM_STRMU,Superoxide dismutase [Mn/Fe] (EC 1.15.1.1),Superoxide dismutase [Mn/Fe] ,sodA sod SMU_629,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),203,,,metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784],,,,,3
Q8DSP7,Q8DSP7,reviewed,GREA_STRMU,Transcription elongation factor GreA (Transcript cleavage factor GreA),Transcription elongation factor GreA ,greA SMU_1728,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),160,DNA-templated transcription elongation [GO:0006354]; regulation of DNA-templated transcription elongation [GO:0032784],,DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063],,,,,2
Q8DS57,Q8DS57,reviewed,ACKA_STRMU,Acetate kinase (EC 2.7.2.1) (Acetokinase),Acetate kinase ,ackA SMU_1978,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),399,acetate metabolic process [GO:0006083]; acetyl-CoA biosynthetic process [GO:0006085]; phosphorylation [GO:0016310],cytoplasm [GO:0005737],acetate kinase activity [GO:0008776]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00020}.,,,3
Q8DSZ8,Q8DSZ8,unreviewed,Q8DSZ8_STRMU,Aldoketomutase (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase),Aldoketomutase ,lguL SMU_1603,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),130,methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243],cytoplasm [GO:0005737],lactoylglutathione lyase activity [GO:0004462]; metal ion binding [GO:0046872],,,,,2
Q8DT86,Q8DT86,unreviewed,Q8DT86_STRMU,DUF3042 domain-containing protein,DUF3042 domain-containing protein,SMU_1479,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),58,,,,,,,,1
Q8DWD4,Q8DWD4,unreviewed,Q8DWD4_STRMU,Dihydrolipoyl dehydrogenase (EC 1.8.1.4),Dihydrolipoyl dehydrogenase ,adhD SMU_130,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),581,,,dihydrolipoyl dehydrogenase activity [GO:0004148]; flavin adenine dinucleotide binding [GO:0050660],,,,,2
Q8DW98,Q8DW98,unreviewed,Q8DW98_STRMU,Large ribosomal subunit protein uL13,Large ribosomal subunit protein uL13,rplM SMU_169,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),148,negative regulation of translation [GO:0017148]; translation [GO:0006412],cytosolic large ribosomal subunit [GO:0022625],mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735],,,,,2
P95780,P95780,reviewed,RMLB_STRMU,"dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)","dTDP-glucose 4,6-dehydratase ",rmlB SMU_1457,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),348,dTDP-rhamnose biosynthetic process [GO:0019305]; extracellular polysaccharide biosynthetic process [GO:0045226]; lipopolysaccharide biosynthetic process [GO:0009103],,"dTDP-glucose 4,6-dehydratase activity [GO:0008460]",,,,,3
Q8DVL5,Q8DVL5,unreviewed,Q8DVL5_STRMU,Aminopeptidase,Aminopeptidase,pepC SMU_466,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),444,homocysteine catabolic process [GO:0043418]; proteolysis [GO:0006508]; response to toxic substance [GO:0009636],cytoplasm [GO:0005737],cysteine-type aminopeptidase activity [GO:0070005],,,,,2
Q8DSG6,Q8DSG6,reviewed,GATB_STRMU,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-),Aspartyl/glutamyl-tRNA,gatB SMU_1819,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),479,glutaminyl-tRNAGln biosynthesis via transamidation [GO:0070681]; translation [GO:0006412],,asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050566]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567],,,,,2
Q8DTU0,Q8DTU0,reviewed,DEOB_STRMU,Phosphopentomutase (EC 5.4.2.7) (Phosphodeoxyribomutase),Phosphopentomutase ,deoB SMU_1233,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),403,2-deoxyribose 1-phosphate catabolic process [GO:0006018]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; cellular metabolic compound salvage [GO:0043094]; nucleotide metabolic process [GO:0009117],cytosol [GO:0005829],magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; phosphopentomutase activity [GO:0008973],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00740}.,,,3
Q8DSG5,Q8DSG5,reviewed,GATA_STRMU,Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7),Glutamyl-tRNA,gatA SMU_1820c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),488,translation [GO:0006412],glutamyl-tRNA(Gln) amidotransferase complex [GO:0030956],ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567],,,,,2
Q8DS23,Q8DS23,reviewed,RL14_STRMU,Large ribosomal subunit protein uL14 (50S ribosomal protein L14),Large ribosomal subunit protein uL14 ,rplN SMU_2017,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),122,translation [GO:0006412],cytosolic large ribosomal subunit [GO:0022625],large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735],,,,,2
Q8DW25,Q8DW25,unreviewed,Q8DW25_STRMU,"Oligopeptide ABC transporter, substrate-binding protein OppA","Oligopeptide ABC transporter, substrate-binding protein OppA",oppA SMU_255,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),549,peptide transport [GO:0015833],ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288],peptide transmembrane transporter activity [GO:1904680],,SUBCELLULAR LOCATION: Cell envelope {ECO:0000256|ARBA:ARBA00004196}.,,,2
Q8DU36,Q8DU36,unreviewed,Q8DU36_STRMU,ABC transporter,ABC transporter,SMU_1121c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),349,,plasma membrane [GO:0005886],,,SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004193}; Lipid-anchor {ECO:0000256|ARBA:ARBA00004193}.,,,1
Q8DRX7,Q8DRX7,reviewed,Y2079_STRMU,UPF0297 protein SMU_2079c,UPF0297 protein SMU_2079c,SMU_2079c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),89,,,,,,,,1
I6L920,I6L920,unreviewed,I6L920_STRMU,NADH oxidase (EC 1.6.3.4),NADH oxidase ,naoX SMU_1117,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),457,,,oxidoreductase activity [GO:0016491],,,,,2
Q8DTG7,Q8DTG7,unreviewed,Q8DTG7_STRMU,YrdC-like domain-containing protein,YrdC-like domain-containing protein,SMU_1377c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),261,,,double-stranded RNA binding [GO:0003725],,,,,1
P50978,P50978,reviewed,LACG_STRMU,6-phospho-beta-galactosidase (EC 3.2.1.85) (Beta-D-phosphogalactoside galactohydrolase) (PGALase) (P-beta-Gal) (PBG),6-phospho-beta-galactosidase ,lacG SMU_1490,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),468,carbohydrate metabolic process [GO:0005975]; lactose catabolic process via tagatose-6-phosphate [GO:0019512],cytosol [GO:0005829],6-phospho-beta-galactosidase activity [GO:0033920]; beta-glucosidase activity [GO:0008422],,,,,3
Q8DSY0,Q8DSY0,reviewed,RL1_STRMU,Large ribosomal subunit protein uL1 (50S ribosomal protein L1),Large ribosomal subunit protein uL1 ,rplA SMU_1626,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),229,regulation of translation [GO:0006417]; translation [GO:0006412],large ribosomal subunit [GO:0015934],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049],,,,,2
Q8DUL9,Q8DUL9,reviewed,DAPB_STRMU,4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8),4-hydroxy-tetrahydrodipicolinate reductase ,dapB SMU_900,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),255,diaminopimelate biosynthetic process [GO:0019877]; lysine biosynthetic process via diaminopimelate [GO:0009089],cytosol [GO:0005829],"4-hydroxy-tetrahydrodipicolinate reductase [GO:0008839]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor [GO:0016726]",,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00102}.,,,3
Q8DTC9,Q8DTC9,unreviewed,Q8DTC9_STRMU,"Pyruvate dehydrogenase, TPP-dependent E1 component alpha-subunit (EC 1.2.4.1)","Pyruvate dehydrogenase, TPP-dependent E1 component alpha-subunit ",pdhA SMU_1423,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),357,acetyl-CoA biosynthetic process from pyruvate [GO:0006086],,pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739],,,,,1
Q8DS36,Q8DS36,reviewed,RPOA_STRMU,DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha),DNA-directed RNA polymerase subunit alpha ,rpoA SMU_2001,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),312,DNA-templated transcription [GO:0006351],cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428],DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983],,,,,3
Q8DWH9,Q8DWH9,unreviewed,Q8DWH9_STRMU,Threonine synthase (EC 4.2.3.1),Threonine synthase ,thrC SMU_70,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),494,,cytoplasm [GO:0005737],threonine synthase activity [GO:0004795],,,,,2
Q8DVL1,Q8DVL1,reviewed,GPSB_STRMU,Cell cycle protein GpsB (Guiding PBP1-shuttling protein),Cell cycle protein GpsB ,gpsB SMU_471,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),112,cell division [GO:0051301]; regulation of cell shape [GO:0008360],cytoplasm [GO:0005737],,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_02011}. Note=Shuttles between the lateral wall and the division site in a cell cycle-dependent manner. {ECO:0000255|HAMAP-Rule:MF_02011}.,,,2
Q8DS82,Q8DS82,unreviewed,Q8DS82_STRMU,Transcription termination/antitermination protein NusG,Transcription termination/antitermination protein NusG,nusG SMU_1947,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),178,DNA-templated transcription termination [GO:0006353]; regulation of DNA-templated transcription elongation [GO:0032784]; transcription antitermination [GO:0031564]; transcription elongation-coupled chromatin remodeling [GO:0140673],cytosol [GO:0005829],,,,,,2
Q8DUX7,Q8DUX7,unreviewed,Q8DUX7_STRMU,Gas vesicle protein,Gas vesicle protein,SMU_757,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),151,,,,,,,,1
Q8DTT4,Q8DTT4,unreviewed,Q8DTT4_STRMU,Dipeptidase,Dipeptidase,pepV SMU_1239,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),470,,,dipeptidase activity [GO:0016805]; zinc ion binding [GO:0008270],,,,,1
Q8DSV6,Q8DSV6,unreviewed,Q8DSV6_STRMU,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.399) (EC 1.1.1.95) (2-oxoglutarate reductase),D-3-phosphoglycerate dehydrogenase ,serA SMU_1653,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),393,,,NAD binding [GO:0051287]; phosphoglycerate dehydrogenase activity [GO:0004617],,,,,2
P48853,P48853,reviewed,RS10_STRMU,Small ribosomal subunit protein uS10 (30S ribosomal protein S10),Small ribosomal subunit protein uS10 ,rpsJ SMU_2026c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),102,translation [GO:0006412],small ribosomal subunit [GO:0015935],structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049],,,,,2
I6L8Y0,I6L8Y0,unreviewed,I6L8Y0_STRMU,Alkyl hydroperoxide reductase C (EC 1.11.1.26) (Peroxiredoxin) (Thioredoxin peroxidase),Alkyl hydroperoxide reductase C ,ahpC SMU_764,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),186,cell redox homeostasis [GO:0045454]; cellular response to stress [GO:0033554]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979],cytosol [GO:0005829],NADH-dependent peroxiredoxin activity [GO:0102039]; thioredoxin peroxidase activity [GO:0008379],,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496, ECO:0000256|RuleBase:RU366004}.",,,3
Q8DW97,Q8DW97,reviewed,RS9_STRMU,Small ribosomal subunit protein uS9 (30S ribosomal protein S9),Small ribosomal subunit protein uS9 ,rpsI SMU_170,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),130,translation [GO:0006412],small ribosomal subunit [GO:0015935],RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735],,,,,2
Q8DSN7,Q8DSN7,unreviewed,Q8DSN7_STRMU,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,bccP SMU_1738,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),153,fatty acid biosynthetic process [GO:0006633],acetyl-CoA carboxylase complex [GO:0009317],acetyl-CoA carboxylase activity [GO:0003989],,,,,2
Q8DSJ4,Q8DSJ4,reviewed,Y1789_STRMU,Probable transcriptional regulatory protein SMU_1789c,Probable transcriptional regulatory protein SMU_1789c,SMU_1789c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),238,regulation of DNA-templated transcription [GO:0006355],cytosol [GO:0005829],DNA binding [GO:0003677],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00918}.,,,1
Q8DSB7,Q8DSB7,reviewed,SYS_STRMU,Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase),Serine--tRNA ligase ,serS sys SMU_1886,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),426,selenocysteine biosynthetic process [GO:0016260]; seryl-tRNA aminoacylation [GO:0006434],cytoplasm [GO:0005737],ATP binding [GO:0005524]; serine-tRNA ligase activity [GO:0004828]; transferase activity [GO:0016740],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00176}.,,,3
Q8DUV9,Q8DUV9,reviewed,Y782_STRMU,UPF0342 protein SMU_782,UPF0342 protein SMU_782,SMU_782,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),113,,,,,,,,1
Q8DS74,Q8DS74,unreviewed,Q8DS74_STRMU,"PTS system, mannose-specific IIB component","PTS system, mannose-specific IIB component",SMU_1960c,Streptococcus mutans serotype c (strain ATCC 700610 / UA159),164,phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]; phosphorylation [GO:0016310],cytoplasm [GO:0005737],kinase activity [GO:0016301]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.,,,1
